seed_id,view,image,label
00085,bottom,train/00085.png,silkcut
00086,bottom,train/00086.png,pure
00088,bottom,train/00088.png,broken
00089,bottom,train/00089.png,discolored
00091,top,train/00091.png,pure
00094,bottom,train/00094.png,broken
00095,bottom,train/00095.png,broken
00096,bottom,train/00096.png,broken
00097,top,train/00097.png,pure
00098,bottom,train/00098.png,discolored
00099,bottom,train/00099.png,broken
00100,top,train/00100.png,broken
00102,top,train/00102.png,broken
00103,bottom,train/00103.png,pure
00104,top,train/00104.png,pure
00105,bottom,train/00105.png,discolored
00106,bottom,train/00106.png,broken
00108,top,train/00108.png,pure
00109,bottom,train/00109.png,broken
00110,top,train/00110.png,discolored
00111,top,train/00111.png,pure
00112,bottom,train/00112.png,pure
00113,top,train/00113.png,discolored
00114,top,train/00114.png,broken
00116,bottom,train/00116.png,broken
00117,top,train/00117.png,pure
00119,top,train/00119.png,discolored
00120,top,train/00120.png,pure
00121,top,train/00121.png,broken
00122,bottom,train/00122.png,silkcut
00123,bottom,train/00123.png,silkcut
00124,top,train/00124.png,broken
00125,top,train/00125.png,broken
00126,top,train/00126.png,pure
00127,top,train/00127.png,pure
00128,bottom,train/00128.png,pure
00129,bottom,train/00129.png,discolored
00130,top,train/00130.png,pure
00131,bottom,train/00131.png,broken
00132,bottom,train/00132.png,silkcut
00133,top,train/00133.png,pure
00134,bottom,train/00134.png,pure
00135,top,train/00135.png,pure
00136,top,train/00136.png,silkcut
00138,top,train/00138.png,pure
00139,bottom,train/00139.png,silkcut
00141,bottom,train/00141.png,broken
00142,bottom,train/00142.png,pure
00143,bottom,train/00143.png,pure
00145,bottom,train/00145.png,broken
00146,top,train/00146.png,pure
00147,top,train/00147.png,broken
00148,bottom,train/00148.png,pure
00149,top,train/00149.png,broken
00150,bottom,train/00150.png,broken
00152,bottom,train/00152.png,pure
00154,bottom,train/00154.png,pure
00155,top,train/00155.png,silkcut
00156,bottom,train/00156.png,broken
00157,top,train/00157.png,pure
00158,top,train/00158.png,broken
00160,top,train/00160.png,broken
00161,top,train/00161.png,broken
00162,top,train/00162.png,broken
00163,bottom,train/00163.png,broken
00164,top,train/00164.png,broken
00166,bottom,train/00166.png,broken
00167,bottom,train/00167.png,broken
00168,bottom,train/00168.png,pure
00169,bottom,train/00169.png,discolored
00170,top,train/00170.png,pure
00171,top,train/00171.png,discolored
00173,top,train/00173.png,silkcut
00174,bottom,train/00174.png,pure
00175,bottom,train/00175.png,discolored
00176,bottom,train/00176.png,pure
00177,top,train/00177.png,broken
00178,bottom,train/00178.png,pure
00179,bottom,train/00179.png,broken
00180,bottom,train/00180.png,broken
00181,top,train/00181.png,discolored
00182,bottom,train/00182.png,pure
00183,bottom,train/00183.png,pure
00184,top,train/00184.png,broken
00185,top,train/00185.png,broken
00186,top,train/00186.png,silkcut
00187,top,train/00187.png,silkcut
00188,top,train/00188.png,silkcut
00189,bottom,train/00189.png,pure
00190,top,train/00190.png,broken
00192,bottom,train/00192.png,silkcut
00193,bottom,train/00193.png,discolored
00194,top,train/00194.png,broken
00196,top,train/00196.png,pure
00197,bottom,train/00197.png,pure
00198,top,train/00198.png,broken
00201,top,train/00201.png,silkcut
00202,top,train/00202.png,broken
00203,bottom,train/00203.png,pure
00204,bottom,train/00204.png,pure
00206,bottom,train/00206.png,pure
00208,bottom,train/00208.png,discolored
00209,bottom,train/00209.png,broken
00210,bottom,train/00210.png,broken
00211,bottom,train/00211.png,pure
00213,top,train/00213.png,broken
00214,bottom,train/00214.png,pure
00215,bottom,train/00215.png,pure
00216,top,train/00216.png,broken
00217,top,train/00217.png,pure
00218,top,train/00218.png,pure
00220,bottom,train/00220.png,pure
00221,bottom,train/00221.png,broken
00222,bottom,train/00222.png,broken
00224,top,train/00224.png,discolored
00225,top,train/00225.png,broken
00226,bottom,train/00226.png,pure
00227,top,train/00227.png,pure
00228,bottom,train/00228.png,silkcut
00229,top,train/00229.png,broken
00230,bottom,train/00230.png,broken
00232,top,train/00232.png,broken
00234,top,train/00234.png,pure
00235,bottom,train/00235.png,broken
00236,top,train/00236.png,broken
00237,bottom,train/00237.png,pure
00238,top,train/00238.png,pure
00239,top,train/00239.png,pure
00240,bottom,train/00240.png,discolored
00241,top,train/00241.png,pure
00242,top,train/00242.png,pure
00243,top,train/00243.png,pure
00244,bottom,train/00244.png,pure
00245,top,train/00245.png,pure
00246,bottom,train/00246.png,broken
00247,top,train/00247.png,broken
00250,top,train/00250.png,discolored
00251,top,train/00251.png,broken
00252,top,train/00252.png,broken
00253,bottom,train/00253.png,pure
00254,bottom,train/00254.png,pure
00255,bottom,train/00255.png,silkcut
00256,top,train/00256.png,broken
00258,top,train/00258.png,silkcut
00259,top,train/00259.png,pure
00260,bottom,train/00260.png,pure
00261,top,train/00261.png,pure
00262,bottom,train/00262.png,silkcut
00264,bottom,train/00264.png,discolored
00265,top,train/00265.png,discolored
00266,bottom,train/00266.png,pure
00267,top,train/00267.png,silkcut
00268,bottom,train/00268.png,silkcut
00270,top,train/00270.png,broken
00271,top,train/00271.png,pure
00273,bottom,train/00273.png,pure
00274,bottom,train/00274.png,pure
00275,bottom,train/00275.png,discolored
00276,top,train/00276.png,broken
00277,top,train/00277.png,broken
00278,bottom,train/00278.png,pure
00279,bottom,train/00279.png,pure
00280,top,train/00280.png,broken
00281,top,train/00281.png,discolored
00282,top,train/00282.png,broken
00284,top,train/00284.png,broken
00285,top,train/00285.png,broken
00286,top,train/00286.png,broken
00287,bottom,train/00287.png,pure
00288,top,train/00288.png,pure
00289,bottom,train/00289.png,broken
00290,bottom,train/00290.png,pure
00292,top,train/00292.png,broken
00293,bottom,train/00293.png,pure
00294,bottom,train/00294.png,pure
00295,bottom,train/00295.png,pure
00296,top,train/00296.png,broken
00297,bottom,train/00297.png,discolored
00298,bottom,train/00298.png,pure
00299,bottom,train/00299.png,pure
00302,top,train/00302.png,silkcut
00303,bottom,train/00303.png,broken
00304,top,train/00304.png,silkcut
00305,bottom,train/00305.png,broken
00306,top,train/00306.png,broken
00307,top,train/00307.png,pure
00308,top,train/00308.png,discolored
00309,bottom,train/00309.png,pure
00310,bottom,train/00310.png,discolored
00311,bottom,train/00311.png,pure
00312,top,train/00312.png,pure
00313,bottom,train/00313.png,broken
00314,bottom,train/00314.png,broken
00315,bottom,train/00315.png,pure
00316,bottom,train/00316.png,pure
00317,bottom,train/00317.png,silkcut
00318,top,train/00318.png,pure
00319,bottom,train/00319.png,discolored
00321,top,train/00321.png,discolored
00322,bottom,train/00322.png,pure
00323,bottom,train/00323.png,pure
00325,bottom,train/00325.png,pure
00326,bottom,train/00326.png,discolored
00327,top,train/00327.png,pure
00328,top,train/00328.png,broken
00329,top,train/00329.png,silkcut
00330,bottom,train/00330.png,broken
00331,top,train/00331.png,broken
00332,bottom,train/00332.png,discolored
00333,bottom,train/00333.png,broken
00334,bottom,train/00334.png,silkcut
00335,top,train/00335.png,broken
00338,bottom,train/00338.png,pure
00339,top,train/00339.png,broken
00340,top,train/00340.png,pure
00341,top,train/00341.png,pure
00342,top,train/00342.png,pure
00343,top,train/00343.png,broken
00344,top,train/00344.png,discolored
00345,top,train/00345.png,discolored
00346,top,train/00346.png,broken
00347,top,train/00347.png,silkcut
00348,top,train/00348.png,broken
00349,bottom,train/00349.png,pure
00350,bottom,train/00350.png,broken
00351,bottom,train/00351.png,discolored
00352,bottom,train/00352.png,pure
00353,top,train/00353.png,broken
00354,bottom,train/00354.png,discolored
00355,bottom,train/00355.png,broken
00356,bottom,train/00356.png,pure
00357,top,train/00357.png,pure
00358,bottom,train/00358.png,silkcut
00359,top,train/00359.png,discolored
00360,top,train/00360.png,pure
00361,top,train/00361.png,broken
00362,top,train/00362.png,silkcut
00363,top,train/00363.png,broken
00366,bottom,train/00366.png,pure
00367,top,train/00367.png,broken
00368,bottom,train/00368.png,pure
00369,top,train/00369.png,discolored
00370,top,train/00370.png,silkcut
00372,top,train/00372.png,pure
00373,bottom,train/00373.png,pure
00374,bottom,train/00374.png,discolored
00375,top,train/00375.png,pure
00376,bottom,train/00376.png,discolored
00377,top,train/00377.png,broken
00378,bottom,train/00378.png,pure
00379,top,train/00379.png,broken
00380,bottom,train/00380.png,pure
00381,top,train/00381.png,pure
00383,top,train/00383.png,discolored
00386,top,train/00386.png,discolored
00388,bottom,train/00388.png,pure
00389,top,train/00389.png,silkcut
00390,top,train/00390.png,pure
00391,top,train/00391.png,broken
00392,top,train/00392.png,silkcut
00393,top,train/00393.png,broken
00394,top,train/00394.png,silkcut
00395,top,train/00395.png,silkcut
00396,top,train/00396.png,pure
00397,bottom,train/00397.png,discolored
00398,top,train/00398.png,broken
00399,top,train/00399.png,broken
00400,bottom,train/00400.png,discolored
00401,bottom,train/00401.png,pure
00402,bottom,train/00402.png,broken
00403,bottom,train/00403.png,pure
00404,top,train/00404.png,discolored
00405,top,train/00405.png,broken
00406,bottom,train/00406.png,discolored
00409,bottom,train/00409.png,broken
00410,bottom,train/00410.png,silkcut
00413,bottom,train/00413.png,discolored
00415,top,train/00415.png,discolored
00416,bottom,train/00416.png,broken
00417,top,train/00417.png,pure
00418,top,train/00418.png,silkcut
00419,top,train/00419.png,pure
00420,bottom,train/00420.png,discolored
00422,top,train/00422.png,broken
00423,top,train/00423.png,pure
00425,top,train/00425.png,pure
00426,top,train/00426.png,pure
00427,top,train/00427.png,pure
00428,top,train/00428.png,silkcut
00429,top,train/00429.png,broken
00430,top,train/00430.png,pure
00431,bottom,train/00431.png,pure
00433,bottom,train/00433.png,discolored
00435,top,train/00435.png,pure
00436,bottom,train/00436.png,broken
00437,bottom,train/00437.png,pure
00438,bottom,train/00438.png,broken
00439,bottom,train/00439.png,broken
00442,top,train/00442.png,broken
00444,bottom,train/00444.png,pure
00445,top,train/00445.png,broken
00446,bottom,train/00446.png,pure
00447,top,train/00447.png,pure
00449,bottom,train/00449.png,broken
00450,bottom,train/00450.png,discolored
00451,bottom,train/00451.png,broken
00452,top,train/00452.png,discolored
00453,top,train/00453.png,pure
00454,bottom,train/00454.png,pure
00455,bottom,train/00455.png,pure
00456,top,train/00456.png,broken
00457,top,train/00457.png,pure
00458,bottom,train/00458.png,pure
00459,bottom,train/00459.png,broken
00460,top,train/00460.png,discolored
00461,top,train/00461.png,broken
00462,bottom,train/00462.png,discolored
00463,bottom,train/00463.png,pure
00464,bottom,train/00464.png,pure
00465,bottom,train/00465.png,broken
00466,top,train/00466.png,pure
00467,bottom,train/00467.png,silkcut
00468,top,train/00468.png,pure
00469,bottom,train/00469.png,pure
00470,bottom,train/00470.png,broken
00471,top,train/00471.png,pure
00472,top,train/00472.png,broken
00473,bottom,train/00473.png,discolored
00474,top,train/00474.png,broken
00476,bottom,train/00476.png,pure
00477,bottom,train/00477.png,pure
00478,bottom,train/00478.png,pure
00479,top,train/00479.png,broken
00480,top,train/00480.png,broken
00481,top,train/00481.png,pure
00483,bottom,train/00483.png,pure
00485,top,train/00485.png,broken
00486,top,train/00486.png,broken
00487,top,train/00487.png,discolored
00488,top,train/00488.png,broken
00489,bottom,train/00489.png,broken
00491,top,train/00491.png,silkcut
00492,top,train/00492.png,pure
00493,top,train/00493.png,pure
00494,top,train/00494.png,pure
00495,top,train/00495.png,silkcut
00496,top,train/00496.png,broken
00497,bottom,train/00497.png,pure
00498,bottom,train/00498.png,pure
00499,top,train/00499.png,pure
00500,top,train/00500.png,pure
00501,top,train/00501.png,discolored
00502,top,train/00502.png,broken
00503,bottom,train/00503.png,pure
00505,top,train/00505.png,broken
00507,top,train/00507.png,broken
00508,top,train/00508.png,silkcut
00509,bottom,train/00509.png,broken
00510,bottom,train/00510.png,broken
00512,bottom,train/00512.png,pure
00513,top,train/00513.png,silkcut
00514,bottom,train/00514.png,pure
00515,top,train/00515.png,silkcut
00516,bottom,train/00516.png,discolored
00518,bottom,train/00518.png,broken
00519,bottom,train/00519.png,pure
00520,top,train/00520.png,silkcut
00521,top,train/00521.png,pure
00522,top,train/00522.png,pure
00523,top,train/00523.png,broken
00524,bottom,train/00524.png,pure
00525,bottom,train/00525.png,discolored
00526,bottom,train/00526.png,pure
00529,top,train/00529.png,silkcut
00530,bottom,train/00530.png,broken
00531,top,train/00531.png,pure
00532,top,train/00532.png,broken
00533,top,train/00533.png,broken
00534,bottom,train/00534.png,pure
00535,top,train/00535.png,broken
00538,top,train/00538.png,silkcut
00539,bottom,train/00539.png,pure
00540,top,train/00540.png,discolored
00542,top,train/00542.png,broken
00543,bottom,train/00543.png,silkcut
00544,top,train/00544.png,pure
00545,top,train/00545.png,discolored
00546,top,train/00546.png,broken
00547,bottom,train/00547.png,pure
00549,top,train/00549.png,pure
00550,bottom,train/00550.png,broken
00551,bottom,train/00551.png,discolored
00552,bottom,train/00552.png,pure
00553,top,train/00553.png,broken
00555,bottom,train/00555.png,discolored
00556,top,train/00556.png,pure
00557,top,train/00557.png,discolored
00558,bottom,train/00558.png,discolored
00559,top,train/00559.png,broken
00560,top,train/00560.png,discolored
00561,top,train/00561.png,broken
00562,bottom,train/00562.png,discolored
00563,top,train/00563.png,pure
00564,top,train/00564.png,pure
00565,bottom,train/00565.png,silkcut
00566,top,train/00566.png,discolored
00567,top,train/00567.png,pure
00568,top,train/00568.png,pure
00569,bottom,train/00569.png,broken
00570,top,train/00570.png,broken
00571,bottom,train/00571.png,pure
00572,top,train/00572.png,pure
00573,top,train/00573.png,broken
00575,bottom,train/00575.png,broken
00576,bottom,train/00576.png,broken
00577,top,train/00577.png,silkcut
00578,top,train/00578.png,discolored
00579,bottom,train/00579.png,pure
00580,bottom,train/00580.png,broken
00581,top,train/00581.png,pure
00583,top,train/00583.png,discolored
00584,bottom,train/00584.png,pure
00585,top,train/00585.png,broken
00586,bottom,train/00586.png,pure
00587,bottom,train/00587.png,broken
00588,bottom,train/00588.png,broken
00589,bottom,train/00589.png,pure
00590,bottom,train/00590.png,broken
00591,top,train/00591.png,discolored
00592,top,train/00592.png,broken
00593,top,train/00593.png,discolored
00594,bottom,train/00594.png,discolored
00596,bottom,train/00596.png,pure
00597,bottom,train/00597.png,silkcut
00599,top,train/00599.png,broken
00600,bottom,train/00600.png,discolored
00601,top,train/00601.png,broken
00603,top,train/00603.png,broken
00604,top,train/00604.png,pure
00605,bottom,train/00605.png,pure
00606,bottom,train/00606.png,broken
00608,bottom,train/00608.png,broken
00609,bottom,train/00609.png,discolored
00610,top,train/00610.png,broken
00611,bottom,train/00611.png,broken
00612,bottom,train/00612.png,silkcut
00613,bottom,train/00613.png,broken
00614,top,train/00614.png,discolored
00615,bottom,train/00615.png,pure
00616,bottom,train/00616.png,discolored
00618,bottom,train/00618.png,broken
00619,top,train/00619.png,silkcut
00621,top,train/00621.png,pure
00622,top,train/00622.png,discolored
00625,bottom,train/00625.png,silkcut
00626,top,train/00626.png,pure
00628,bottom,train/00628.png,discolored
00629,top,train/00629.png,discolored
00631,bottom,train/00631.png,discolored
00632,top,train/00632.png,discolored
00633,bottom,train/00633.png,pure
00634,bottom,train/00634.png,broken
00635,top,train/00635.png,pure
00636,top,train/00636.png,pure
00637,bottom,train/00637.png,broken
00638,top,train/00638.png,pure
00639,top,train/00639.png,broken
00640,top,train/00640.png,silkcut
00641,bottom,train/00641.png,discolored
00642,bottom,train/00642.png,broken
00643,bottom,train/00643.png,pure
00644,bottom,train/00644.png,discolored
00645,top,train/00645.png,broken
00646,top,train/00646.png,silkcut
00647,top,train/00647.png,pure
00648,top,train/00648.png,broken
00649,top,train/00649.png,broken
00651,bottom,train/00651.png,pure
00652,bottom,train/00652.png,silkcut
00654,top,train/00654.png,broken
00655,bottom,train/00655.png,pure
00656,bottom,train/00656.png,broken
00657,top,train/00657.png,broken
00658,bottom,train/00658.png,pure
00660,top,train/00660.png,pure
00661,top,train/00661.png,broken
00662,top,train/00662.png,pure
00663,top,train/00663.png,discolored
00664,bottom,train/00664.png,silkcut
00665,bottom,train/00665.png,pure
00666,bottom,train/00666.png,pure
00667,bottom,train/00667.png,silkcut
00669,top,train/00669.png,broken
00670,top,train/00670.png,pure
00671,bottom,train/00671.png,pure
00672,top,train/00672.png,broken
00673,bottom,train/00673.png,silkcut
00674,top,train/00674.png,broken
00676,bottom,train/00676.png,silkcut
00677,top,train/00677.png,pure
00678,bottom,train/00678.png,pure
00680,bottom,train/00680.png,broken
00681,top,train/00681.png,discolored
00683,top,train/00683.png,discolored
00684,bottom,train/00684.png,pure
00686,bottom,train/00686.png,pure
00688,top,train/00688.png,pure
00689,bottom,train/00689.png,silkcut
00690,top,train/00690.png,pure
00691,top,train/00691.png,discolored
00692,bottom,train/00692.png,pure
00693,bottom,train/00693.png,silkcut
00694,top,train/00694.png,pure
00695,top,train/00695.png,broken
00696,top,train/00696.png,discolored
00697,bottom,train/00697.png,discolored
00698,bottom,train/00698.png,pure
00700,top,train/00700.png,broken
00701,top,train/00701.png,pure
00702,top,train/00702.png,pure
00703,top,train/00703.png,discolored
00704,bottom,train/00704.png,broken
00705,bottom,train/00705.png,pure
00707,top,train/00707.png,broken
00708,bottom,train/00708.png,pure
00709,bottom,train/00709.png,discolored
00710,top,train/00710.png,pure
00711,top,train/00711.png,pure
00712,bottom,train/00712.png,pure
00713,bottom,train/00713.png,discolored
00714,top,train/00714.png,broken
00715,bottom,train/00715.png,pure
00716,bottom,train/00716.png,pure
00718,bottom,train/00718.png,silkcut
00719,top,train/00719.png,pure
00720,top,train/00720.png,broken
00721,bottom,train/00721.png,broken
00722,bottom,train/00722.png,broken
00723,top,train/00723.png,broken
00724,top,train/00724.png,discolored
00725,top,train/00725.png,pure
00727,top,train/00727.png,silkcut
00728,top,train/00728.png,discolored
00729,bottom,train/00729.png,broken
00731,top,train/00731.png,pure
00732,bottom,train/00732.png,pure
00733,top,train/00733.png,broken
00734,top,train/00734.png,discolored
00735,bottom,train/00735.png,pure
00737,bottom,train/00737.png,discolored
00738,bottom,train/00738.png,broken
00739,bottom,train/00739.png,pure
00740,bottom,train/00740.png,discolored
00741,bottom,train/00741.png,discolored
00742,bottom,train/00742.png,pure
00743,top,train/00743.png,discolored
00744,top,train/00744.png,pure
00747,top,train/00747.png,pure
00748,bottom,train/00748.png,discolored
00749,bottom,train/00749.png,discolored
00750,bottom,train/00750.png,silkcut
00751,top,train/00751.png,discolored
00752,top,train/00752.png,silkcut
00753,top,train/00753.png,silkcut
00755,bottom,train/00755.png,discolored
00756,top,train/00756.png,pure
00757,top,train/00757.png,silkcut
00758,bottom,train/00758.png,discolored
00759,bottom,train/00759.png,broken
00760,top,train/00760.png,pure
00761,top,train/00761.png,discolored
00762,bottom,train/00762.png,pure
00763,bottom,train/00763.png,discolored
00765,bottom,train/00765.png,silkcut
00767,top,train/00767.png,broken
00768,top,train/00768.png,broken
00769,top,train/00769.png,pure
00770,top,train/00770.png,broken
00772,top,train/00772.png,discolored
00773,top,train/00773.png,pure
00774,bottom,train/00774.png,discolored
00775,top,train/00775.png,broken
00776,bottom,train/00776.png,pure
00777,bottom,train/00777.png,pure
00778,top,train/00778.png,silkcut
00780,top,train/00780.png,discolored
00781,bottom,train/00781.png,pure
00782,bottom,train/00782.png,pure
00783,bottom,train/00783.png,pure
00784,bottom,train/00784.png,silkcut
00785,bottom,train/00785.png,pure
00786,top,train/00786.png,silkcut
00787,top,train/00787.png,pure
00788,top,train/00788.png,broken
00789,bottom,train/00789.png,discolored
00790,bottom,train/00790.png,discolored
00791,bottom,train/00791.png,pure
00792,top,train/00792.png,discolored
00793,top,train/00793.png,pure
00794,bottom,train/00794.png,broken
00796,top,train/00796.png,broken
00797,top,train/00797.png,discolored
00798,bottom,train/00798.png,discolored
00799,bottom,train/00799.png,silkcut
00800,bottom,train/00800.png,pure
00801,bottom,train/00801.png,pure
00802,bottom,train/00802.png,broken
00803,bottom,train/00803.png,silkcut
00804,bottom,train/00804.png,discolored
00805,bottom,train/00805.png,discolored
00806,top,train/00806.png,broken
00807,bottom,train/00807.png,broken
00808,bottom,train/00808.png,broken
00809,top,train/00809.png,pure
00810,top,train/00810.png,pure
00811,top,train/00811.png,pure
00812,top,train/00812.png,broken
00814,top,train/00814.png,broken
00816,top,train/00816.png,broken
00817,bottom,train/00817.png,pure
00818,top,train/00818.png,pure
00820,bottom,train/00820.png,pure
00821,bottom,train/00821.png,discolored
00822,bottom,train/00822.png,pure
00823,top,train/00823.png,broken
00824,top,train/00824.png,pure
00825,bottom,train/00825.png,pure
00826,top,train/00826.png,silkcut
00827,top,train/00827.png,pure
00828,bottom,train/00828.png,broken
00829,top,train/00829.png,discolored
00830,bottom,train/00830.png,discolored
00831,bottom,train/00831.png,pure
00832,top,train/00832.png,discolored
00833,top,train/00833.png,silkcut
00835,top,train/00835.png,pure
00836,top,train/00836.png,pure
00837,bottom,train/00837.png,pure
00838,bottom,train/00838.png,discolored
00839,top,train/00839.png,discolored
00840,bottom,train/00840.png,silkcut
00841,top,train/00841.png,pure
00842,top,train/00842.png,pure
00844,top,train/00844.png,pure
00845,top,train/00845.png,discolored
00846,top,train/00846.png,pure
00847,bottom,train/00847.png,broken
00848,bottom,train/00848.png,pure
00849,top,train/00849.png,broken
00850,bottom,train/00850.png,broken
00851,top,train/00851.png,broken
00852,top,train/00852.png,discolored
00853,top,train/00853.png,pure
00855,top,train/00855.png,pure
00856,bottom,train/00856.png,discolored
00857,top,train/00857.png,pure
00859,bottom,train/00859.png,pure
00860,top,train/00860.png,discolored
00861,top,train/00861.png,broken
00862,bottom,train/00862.png,broken
00863,top,train/00863.png,broken
00864,bottom,train/00864.png,broken
00866,bottom,train/00866.png,broken
00867,bottom,train/00867.png,discolored
00868,bottom,train/00868.png,pure
00869,top,train/00869.png,discolored
00870,bottom,train/00870.png,pure
00871,bottom,train/00871.png,discolored
00873,top,train/00873.png,broken
00874,bottom,train/00874.png,pure
00875,top,train/00875.png,discolored
00876,bottom,train/00876.png,pure
00877,bottom,train/00877.png,broken
00878,bottom,train/00878.png,silkcut
00879,bottom,train/00879.png,discolored
00880,bottom,train/00880.png,broken
00881,top,train/00881.png,broken
00882,top,train/00882.png,broken
00883,bottom,train/00883.png,broken
00884,bottom,train/00884.png,pure
00886,top,train/00886.png,broken
00887,bottom,train/00887.png,broken
00888,top,train/00888.png,discolored
00892,top,train/00892.png,discolored
00893,bottom,train/00893.png,broken
00895,top,train/00895.png,pure
00896,top,train/00896.png,broken
00897,top,train/00897.png,broken
00898,bottom,train/00898.png,pure
00899,top,train/00899.png,broken
00902,bottom,train/00902.png,broken
00903,bottom,train/00903.png,broken
00904,bottom,train/00904.png,broken
00905,top,train/00905.png,pure
00907,top,train/00907.png,silkcut
00911,bottom,train/00911.png,silkcut
00912,top,train/00912.png,broken
00914,bottom,train/00914.png,pure
00915,top,train/00915.png,broken
00916,bottom,train/00916.png,pure
00918,bottom,train/00918.png,broken
00919,top,train/00919.png,broken
00920,top,train/00920.png,broken
00921,top,train/00921.png,pure
00922,bottom,train/00922.png,pure
00924,top,train/00924.png,pure
00925,top,train/00925.png,broken
00926,top,train/00926.png,broken
00928,bottom,train/00928.png,pure
00929,bottom,train/00929.png,discolored
00930,top,train/00930.png,broken
00931,top,train/00931.png,silkcut
00933,bottom,train/00933.png,pure
00935,top,train/00935.png,pure
00936,top,train/00936.png,broken
00937,top,train/00937.png,pure
00938,top,train/00938.png,pure
00939,bottom,train/00939.png,discolored
00940,bottom,train/00940.png,discolored
00942,bottom,train/00942.png,broken
00943,bottom,train/00943.png,broken
00944,bottom,train/00944.png,pure
00945,bottom,train/00945.png,pure
00946,top,train/00946.png,broken
00947,top,train/00947.png,silkcut
00948,bottom,train/00948.png,pure
00949,top,train/00949.png,broken
00950,bottom,train/00950.png,pure
00952,bottom,train/00952.png,discolored
00953,top,train/00953.png,discolored
00954,top,train/00954.png,discolored
00955,top,train/00955.png,discolored
00956,bottom,train/00956.png,broken
00958,top,train/00958.png,discolored
00959,top,train/00959.png,broken
00960,top,train/00960.png,broken
00961,bottom,train/00961.png,broken
00962,top,train/00962.png,discolored
00966,bottom,train/00966.png,broken
00967,top,train/00967.png,pure
00969,top,train/00969.png,silkcut
00970,top,train/00970.png,broken
00971,bottom,train/00971.png,broken
00975,bottom,train/00975.png,broken
00976,bottom,train/00976.png,pure
00977,bottom,train/00977.png,pure
00978,bottom,train/00978.png,broken
00979,top,train/00979.png,pure
00981,top,train/00981.png,discolored
00982,top,train/00982.png,broken
00983,top,train/00983.png,discolored
00984,top,train/00984.png,broken
00985,bottom,train/00985.png,broken
00987,top,train/00987.png,broken
00988,bottom,train/00988.png,pure
00990,bottom,train/00990.png,pure
00991,top,train/00991.png,pure
00992,top,train/00992.png,broken
00994,bottom,train/00994.png,pure
00995,top,train/00995.png,broken
00996,top,train/00996.png,discolored
00997,top,train/00997.png,discolored
00999,bottom,train/00999.png,pure
01000,bottom,train/01000.png,discolored
01001,bottom,train/01001.png,discolored
01002,top,train/01002.png,discolored
01003,bottom,train/01003.png,broken
01004,bottom,train/01004.png,pure
01005,top,train/01005.png,discolored
01006,top,train/01006.png,pure
01007,bottom,train/01007.png,discolored
01008,top,train/01008.png,pure
01009,top,train/01009.png,discolored
01010,top,train/01010.png,pure
01011,bottom,train/01011.png,pure
01012,bottom,train/01012.png,pure
01013,top,train/01013.png,broken
01014,top,train/01014.png,pure
01015,top,train/01015.png,broken
01016,bottom,train/01016.png,broken
01019,bottom,train/01019.png,pure
01020,top,train/01020.png,pure
01021,top,train/01021.png,broken
01022,top,train/01022.png,discolored
01023,top,train/01023.png,broken
01024,top,train/01024.png,pure
01025,top,train/01025.png,broken
